NID,NAME,CATEGORY,PRICE,NUM_REVIEWS,BRAND,INFO
N82E16835103218,hyper 212 led with pwm fan  four direct contact heatpipes  unique fan blade design  red leds  optimized bracket design by cooler master,CPU Fans and Heatsinks,29.99,27,cooler master,rr-212l-16pr-r1
9SIA2W03XT8744,dynatron p66/p66g 60mm 2 ball cpu cooling fan/heatsink,CPU Fans and Heatsinks,39.99,28,dynatron,p66/p66g
9SIAADY44C6096,noctua nh-d15s 140mm sso2 d-type premium cpu cooler  nf-a15 pwm fans,CPU Fans and Heatsinks,79.95,28,noctua,nh-d15s
9SIA85V3R95014,silenx efz-92ha2 92mm 3rd generation fluid dynamic bearing effizio cpu cooler,CPU Fans and Heatsinks,14.66,29,silenx,efz-92ha2
9SIAADY44C5770,noctua nh-u9s 92mm sso2 u-type premium cpu cooler  nf-a9 pwm fans,CPU Fans and Heatsinks,59.59,29,noctua,nh-u9s
9SIA4RE4SN7971,deepcool neptwin cpu cooler  6 heatpipes twin-tower heatsink dual 120mm fans with blue led one with pwm support lga 2011-v3,CPU Fans and Heatsinks,58.99,29,deepcool,neptwin v2.0
N82E16835150121,masscool 8w2002b1m4 90mm ball bearing cpu cooler for intel socket lga 1155/1156 cooper base,CPU Fans and Heatsinks,12.99,29,masscool,8w2002b1m4
9SIA68V21E0643,be quiet! shadow rock slim silent wings cpu cooler - 160w tdp,CPU Fans and Heatsinks,44.9,30,be quiet!,bk010
N82E16835856049,deepcool gammaxx 200t cpu cooler 2 heat pipes 120mm pwm fan,CPU Fans and Heatsinks,14.99,30,deepcool,gammaxx 200t
9SIAB7G4887818,arctic freezer 11 lp cpu cooler for intel  support multiple sockets  htpc ready,CPU Fans and Heatsinks,16.49,32,arctic,acfz11-lp
9SIA4M52YX8576,cooler master geminii s524 ver 2 - cpu air cooler with 120mm silencio fp fan  and accelerated cooling system,CPU Fans and Heatsinks,41.54,31,cooler master,rr-g5v2-20pk-r1
9SIA45H22W1789,masscool 5r058b3-h 60mm ball cpu cooling fan with heatsink,CPU Fans and Heatsinks,6.99,32,masscool,5r058b3-h
9SIA1N83V45288,intel bxsts100c passive/active combination heat sink with removable fan,CPU Fans and Heatsinks,32.69,32,intel,bxsts100c
N82E16835106156,thermaltake cl-p0503 80mm rifle bearing cpu cooler for amd 65w series,CPU Fans and Heatsinks,9.99,31,thermaltake,cl-p0503
N82E16835106152,thermaltake slim x3 clp0534 80mm cpu cooler,CPU Fans and Heatsinks,21.99,32,thermaltake,clp0534
9SIA2W046D7294,arctic freezer xtreme rev. 2 cpu cooler - intel & amd  twin-tower heatsink  120mm pwm fan,CPU Fans and Heatsinks,29.99,32,arctic,ucaco-p0900-csb01
N82E16835103205,cooler master rr-212x-20pm-r1 120mm 4th generation bearing cpu cooler,CPU Fans and Heatsinks,39.99,32,cooler master,rr-212x-20pm-r1
9SIA4RE40S2712,cooler master hyper 212x - cpu cooler with dual 120mm pwm fan,CPU Fans and Heatsinks,43.99,38,cooler master,rr-212x-20pm-a1
9SIA4UF30R0134,cryorig h5 ultimate mid tower cooler for amd/intel cpu's,CPU Fans and Heatsinks,46.99,37,cryorig,h5 ultimate
9SIA7BP3GA1275,phanteks ph-tc14pe_rd 140mm ufb  updraft floating balance  cpu cooler,CPU Fans and Heatsinks,99.99,38,phanteks,ph-tc14pe_rd
9SIA68V2TR2312,be quiet! shadow rock lp low profile cpu cooler 130w tdp,CPU Fans and Heatsinks,39.9,38,be quiet!,shadow rock lp bk002
9SIA85V3T38412,silenx efz-92ha3 92mm 3rd generation fluid dynamic bearing effizio cpu cooler,CPU Fans and Heatsinks,34.89,39,silenx,efz-92ha3
N82E16835709020,phanteks ph-tc12dx_bk dual 120mm pwm cpu cooler,CPU Fans and Heatsinks,49.99,39,phanteks,ph-tc12dx_bk
N82E16835119090,evercool hpfi-10025 100mm ever lubricate cpu cooler,CPU Fans and Heatsinks,16.99,40,evercool,hpfi-10025
N82E16835150029,masscool 5r057b3 60mm ball cpu cooling fan/heatsink,CPU Fans and Heatsinks,13.99,41,masscool,5r057b3
9SIA1UH3Z96675,intel bxsts100a thermalsolution lga1366 for 2-socket servers/workstations  active heat sink with fixed fan,CPU Fans and Heatsinks,25.71,41,intel,bxsts100a
9SIA85V3R95096,masscool 9t288b1m3g 70mm ball cpu cooler,CPU Fans and Heatsinks,15.97,42,masscool,9t288b1m3g
9SIA4RE4RT4127,zalman cnps8000b 92mm fsb  fluid shield bearing  cpu cooler,CPU Fans and Heatsinks,48.79,42,zalman,cnps8000b
9SIA85V3R95380,silenx efz-100ha2 100mm 3rd generation fluid dynamic bearing effizio cpu cooler,CPU Fans and Heatsinks,19.08,43,silenx,efz-100ha2
9SIAB944HR5962,dynatron k987 92mm ball cpu cooler for intel lga socket 1151 / 1150 / 1155 / 1156,CPU Fans and Heatsinks,30.95,44,dynatron,k987
9SIA85V4FP4895,cryorig r1 ultimate dual tower heatsink for amd/intel cpu - black,CPU Fans and Heatsinks,89.98,44,cryorig,r1 ultimate
9SIA85V3R95057,masscool 8w501b1m3g 90mm ball cpu cooler,CPU Fans and Heatsinks,21.47,45,masscool,8w501b1m3g
9SIA85V55A7979,cryorig r1 universal dual tower heatsink for amd/intel cpu - white,CPU Fans and Heatsinks,89.98,45,cryorig,r1 universal
N82E16835608030,noctua nh-l9a 92mm sso2 cpu cooler,CPU Fans and Heatsinks,38.99,46,noctua,nh-l9a
9SIA4UF1W87430,cryorig h5a universal mid tower cooler for amd/intel cpu's,CPU Fans and Heatsinks,46.99,48,cryorig,h5 universal
9SIAB7G4925618,arctic alpine 11 plus cpu cooler - intel  supports multiple sockets  92mm pwm fan at 23dba,CPU Fans and Heatsinks,11.99,49,arctic,ucaco-ap11301-bua01
9SIA4M54R21294,zalman cnps7000v al -1-pwm 92mm fsb  fluid shield bearing  silent pure aluminum cpu cooler with enhanced performance and silent operation,CPU Fans and Heatsinks,11.71,49,zalman,cnps7000v al -1-pwm
9SIA4RE4RY6217,arctic freezer i30 extreme cpu cooler - intel  320w ultimate cooling power   direct-touch,CPU Fans and Heatsinks,49.99,50,arctic,acfzi30
9SIA4UF39D5213,cryorig c7 - 47mm tall  sff mini itx cpu heatsink,CPU Fans and Heatsinks,29.99,50,cryorig,c7
N82E16835106157,thermaltake cl-p0497 92mm rifle bearing cpu cooler for intel 95w series,CPU Fans and Heatsinks,11.99,49,thermaltake,cl-p0497
N82E16835106216,thermaltake nic c5  clp0608  120mm untouchable cpu cooler,CPU Fans and Heatsinks,49.99,50,thermaltake,nic c5  clp0608 
9SIA4RE4SK1461,silverstone nt07-am2 80mm cpu cooler,CPU Fans and Heatsinks,35.89,51,silverstone,nt07-am2
9SIA45H22W1786,masscool 5c12b3 50mm ball cpu cooler,CPU Fans and Heatsinks,4.99,52,masscool,5c12b3
N82E16835709001,phanteks ph-tc14pe 140mm ufb  updraft floating balance  cpu cooler,CPU Fans and Heatsinks,74.99,52,phanteks,ph-tc14pe
9SIA85V3SP4988,masscool 5f9001b1h3 80mm ball cpu cooler,CPU Fans and Heatsinks,17.97,53,masscool,5f9001b1h3
9SIA4RE4SM1021,arctic alpine 64 plus cpu cooler - amd  supports multiple sockets  92mm pwm fan at 23dba,CPU Fans and Heatsinks,18.59,53,arctic,alpine 64 plus
9SIA2W03XG5723,dynatron a48g 70mm 2 ball cpu cooler,CPU Fans and Heatsinks,35.99,54,dynatron,a48g
9SIA7BP3GA1297,phanteks ph-tc14pe_bl 140mm ufb  updraft floating balance  cpu cooler,CPU Fans and Heatsinks,182.99,58,phanteks,ph-tc14pe_bl
9SIA85V3R95237,masscool 5t568s1h3 70mm sleeve cpu cooler,CPU Fans and Heatsinks,14.97,60,masscool,5t568s1h3
9SIABW94V75177,zalman cnps14x pure aluminum high performance 140mm fan ultra quiet interactive heatpipe transfer design cpu cooler,CPU Fans and Heatsinks,43.99,60,zalman,zm-cnps14x
N82E16835186093,arctic freezer i11 cpu cooler for intel  150w cooling capacity  3 direct touch heatpipes  <23dba fan noise,CPU Fans and Heatsinks,21.99,61,arctic,ucaco-fi11001-csa01
N82E16835608025,noctua nh-l12 120mm & 92mm sso bearing pwm fans cpu cooler,CPU Fans and Heatsinks,56.94,64,noctua,nh-l12
9SIA4UF39E2338,cryorig m9i mini tower cooler for intel cpu,CPU Fans and Heatsinks,19.99,65,cryorig,m9i
9SIA4RE4RT3647,zalman cnps7x led 92mm long life bearing v-shaped dual heatsink  direct touch heatsink cpu cooler,CPU Fans and Heatsinks,42.99,65,zalman,cnps7x led
N82E16835220061,silverstone argon series ar02 cpu cooler with 92mm fan for socket lga775/1155/1156/1366/2011  am2/am3/fm1/fm2,CPU Fans and Heatsinks,27.99,67,silverstone,ar02
N82E16835856002,deepcool gamer storm lucifer v2 cpu cooler 6 heatpipes 140mm silent pwm fan support lga 2011-v3,CPU Fans and Heatsinks,49.99,69,deepcool,lucifer v2
9SIA68V2326642,be quiet! pure rock cpu cooler - 150w tdp,CPU Fans and Heatsinks,34.9,70,be quiet!,bk009
9SIA68V21E0632,be quiet! dark rock 3 silentwings cpu cooler 190w tdp,CPU Fans and Heatsinks,64.9,71,be quiet!,None
9SIA4RE4RT3574,zalman cnps 7500 alcu led 2 ball cpu cooler,CPU Fans and Heatsinks,64.99,79,zalman,cnps 7500 alcu led
N82E16835186092,arctic freezer a11 cpu cooler for amd  150w cooling capacity  3 direct touch heatpipes  <23dba fan noise,CPU Fans and Heatsinks,22.49,80,arctic,ucaco-fa11001-csa01
N82E16835608029,noctua nh-l9i 95mm sso2 cpu cooler,CPU Fans and Heatsinks,37.99,82,noctua,nh-l9i
N82E16835856006,deepcool gammaxx 300 cpu cooler 3 heatpipes 120mm pwm fan,CPU Fans and Heatsinks,19.99,82,deepcool,gammaxx 300
N82E16835119092,evercool ec-pt12-9525ea 95mm ever lubricate cpu cooler,CPU Fans and Heatsinks,12.99,85,evercool,ec-pt12-9525ea
9SIA4RE5063272,enermax ets-t40-bk black 120mm twister cpu cooler with tb apollish blue led pwm fan,CPU Fans and Heatsinks,79.99,87,enermax,ets-t40-bk
N82E16835118099,zalman cnps10x optima 120mm fsb  fluid shield bearing  shark's fin blade cpu cooler  lga 2011 version ,CPU Fans and Heatsinks,26.99,90,zalman,cnps10x optima 2011
N82E16835186039,arctic freezer 13 cpu cooler - intel & amd  200w cooling capacity  92mm pwm fan,CPU Fans and Heatsinks,32.99,96,arctic,acfz13
N82E16835186062,arctic alpine 64 gt rev. 2 cpu cooler - amd  supports multiple sockets  80mm pwm fan at 22dba,CPU Fans and Heatsinks,8.99,98,arctic,acalp64-gt
9SIA1N83YW8995,cooler master hyper d92 - cpu air cooler with dual 92mm offset push-pull fans and accelerated cooling system,CPU Fans and Heatsinks,39.41,103,cooler master,rr-hd92-28pk-r1
N82E16835118097,zalman cnps12x 120mm long life bearing high performance triple fan cpu cooler,CPU Fans and Heatsinks,44.99,104,zalman,cnps12x
N82E16835709011,phanteks ph-tc14pe_bk 140mm ufb  updraft floating balance  cpu cooler,CPU Fans and Heatsinks,74.99,114,phanteks,ph-tc14pe_bk
N82E16835150088,masscool 8wt15-38 90mm long life bearing cpu cooler,CPU Fans and Heatsinks,9.99,115,masscool,8wt15-38
9SIA68V21E0640,be quiet! dark rock pro 3 silentwings cpu cooler 250w tdp - bk019,CPU Fans and Heatsinks,84.9,117,be quiet!,bk019
N82E16835608040,noctua nh-u12s 120x120x25   nf-f12 pwm  sso2-bearing   self-stabilising oil-presure bearing   cpu cooler,CPU Fans and Heatsinks,57.99,119,noctua,nh-u12s
N82E16835200057,rosewill rcx-z775-lp 80mm sleeve low profile cpu cooler - oem,CPU Fans and Heatsinks,12.99,119,rosewill,rcx-z775-lp
N82E16835103177,cooler master geminii m4 - cpu cooler with 4 direct contact heatpipes,CPU Fans and Heatsinks,33.99,123,cooler master,rr-gmm4-16pk-r2
N82E16835114073,dynatron p985 92mm ball cpu cooler,CPU Fans and Heatsinks,25.99,124,dynatron,p985
N82E16835103107,cooler master hyper t2 - compact cpu cooler with dual looped direct contact heatpipes,CPU Fans and Heatsinks,16.99,131,cooler master,rr-ht2-28pk-r1
9SIA4RE4RT3441,zalman cnps10x extreme 120mm cpu cooler with worlds first pwm fan speed controller,CPU Fans and Heatsinks,59.99,135,zalman,cnps10x extreme
9SIA9PV3Z59601,noctua nh-u9b se2 92mm sso cpu cooler,CPU Fans and Heatsinks,58.5,145,noctua,nh-u9b se2
N82E16835608041,noctua nh-u14s 140mm sso2-bearing  self-stabilising oil-presure bearing  cpu cooler,CPU Fans and Heatsinks,64.99,147,noctua,nh-u14s
9SIA4RE2YH7102,scythe scsk-1100 100mm shuriken rev. b  3 heat pipes cpu cooler,CPU Fans and Heatsinks,38.89,150,scythe,scsk-1100
9SIA9PV3Y62105,noctua nh-d14 se2011 140mm and 120mm sso cpu cooler,CPU Fans and Heatsinks,79.99,154,noctua,nh-d14 se2011
N82E16835200054,rosewill sleeve bearing cpu cooler - 92mm - rcx-z90-al,CPU Fans and Heatsinks,9.99,154,rosewill,rcx-z90-al
9SIA85V3R95619,masscool 9t370b1m3 70mm ball cpu cooler,CPU Fans and Heatsinks,34.98,155,masscool,9t370b1m3
N82E16835103189,cooler master v8 gts - high performance cpu cooler with horizontal vapor chamber and 8 heatpipes,CPU Fans and Heatsinks,89.99,162,cooler master,rr-v8vc-16pr-r1
9SIA4RE4RT3410,zalman cnps10x performa 120mm long life cpu cooler,CPU Fans and Heatsinks,38.99,165,zalman,cnps10x performa
N82E16835103084,cooler master vortex plus - cpu cooler with aluminum fins and 4 direct contact heatpipes,CPU Fans and Heatsinks,25.99,165,cooler master,rr-vtps-28pk-r1
9SIA4RE5063270,enermax ets-t40-tb cpu cooler with t.b.silence pwm twister bearing fan compatible with latest intel 2011/1150 and amd fm2/fm1/am3+,CPU Fans and Heatsinks,82.99,168,enermax,ets-t40-tb
9SIA9PV3Y62117,noctua nh-d15 sso2 d-type premium cpu cooler  nf-a15 x 2 pwm fans,CPU Fans and Heatsinks,85.95,191,noctua,nh-d15
9SIA7BP3GA1243,noctua nh-u12p se2 120mm sso cpu cooler,CPU Fans and Heatsinks,134.66,202,noctua,nh-u12p se2
N82E16835103182,cooler master hyper t4 - cpu cooler with 4 direct contact heatpipes,CPU Fans and Heatsinks,24.99,245,cooler master,rr-t4-18pk-r1
9SIA45H22W2054,masscool 8w553b1m3 90mm ball cpu cooler,CPU Fans and Heatsinks,11.99,264,masscool,8w553b1m3
N82E16835118075,zalman cnps9900max-r 135mm long life bearing cpu cooler red led,CPU Fans and Heatsinks,49.99,265,zalman,cnps9900max-r
N82E16835118128,zalman cnps5x performa 92mm fsb  fluid shield bearing  powerful cooling performance cpu cooler,CPU Fans and Heatsinks,22.99,285,zalman,cnps5x performa
9SIA4UF2DZ6565,cryorig h7 tower cooler for amd/intel cpu,CPU Fans and Heatsinks,34.99,288,cryorig,h7
N82E16835856005,deepcool gammaxx 400 cpu cooler 4 heatpipes 120mm pwm fan with blue led,CPU Fans and Heatsinks,24.99,294,deepcool,gammaxx 400
9SIAB7G48D7530,arctic alpine 64 pro rev. 2 cpu cooler - amd  supports multiple sockets 92mm pwm fan at 23dba,CPU Fans and Heatsinks,12.99,297,arctic,acalp64 pro
N82E16835200034,rosewill rcx-z300 92mm ball cpu cooler,CPU Fans and Heatsinks,13.99,316,rosewill,rcx-z300
9SIA6502RH9117,thermaltake spinq performance series cooler with ultra-lightweight aluminum and six heatpipes cl-p0466 cpu cooler,CPU Fans and Heatsinks,79.7,328,thermaltake,cl-p0466
N82E16835200014,rosewill rcx-z1 long life ball bearing for over 45 000/hrs cpu cooler,CPU Fans and Heatsinks,16.99,511,rosewill,rcx-z1
9SIA4RE4RT1338,zalman cnps7700-cu 120mm 2 ball cooling fan,CPU Fans and Heatsinks,39.99,560,zalman,cnps7700-cu
9SIA1UH4M58378,buffalo drivestation duo 4tb usb 3.0 high performance raid array with optimized hard drives hd-wh4tu3r1,External Harddrives,290.15,2,buffalo,hd-wh4tu3r1
9SIA57Z2NF1688,refurbished  wd my book hard drive for mac 2 tb  wdbycc0020hbk-nesn ,External Harddrives,77.99,0,,None
9SIA5AD3CS1485,hornettek viper 3tb  3000gb  64mb cache 7200rpm superspeed usb 3.0/2.0 external hard drive  black  - retail w/1 year warranty,External Harddrives,109,0,,None
9SIA57Z4VM8118,refurbished  western digital my passport ultra 500gb usb 3.0 portable external hard drive,External Harddrives,38.99,0,,None
9SIA57Z3RX0298,refurbished  wd my book thunderbolt duo 8tb external dual hard drive storage with raid,External Harddrives,509.99,0,western digital,wdbusk0080jsl-nesn
9SIA24G4YS4844,lacie rugged 2 tb external hard drive - usb 3.0 - portable - orange ,External Harddrives,0,0,lacie,None
9SIA10V53F5942,"2.5"" vox usb 2.0 external sata hard drive enclosure up to 1 tb - black",External Harddrives,9.59,0,vox,None
1UW-000E-00020,g-technology g-speed q 24tb usb 3.0 / 2 x firewire800 / esata desktop external hard drive 0g03971 silver,External Harddrives,1999.95,0,g-technology,0g03971
N82E16822205265,"g-technology g-speed shuttle xl 18tb 2 x thunderbolt 2 3.5"" 8-bay thunderbolt 2 with ev series bay 0g04702 black",External Harddrives,3199.95,0,g-technology,0g04702
9SIA57Z4W23527,refurbished  western digital my passport ultra 1tb usb 3.0 portable external hard drive,External Harddrives,49.99,0,,None
1UW-000E-00007,g-technology g-speed studio xl 32tb raid 8-bay thunderbolt 2 storage solution,External Harddrives,3899.95,0,g-technology,0g03518
N82E16822205266,"g-technology g-speed shuttle xl 24tb 2 x thunderbolt 2 3.5"" 8-bay thunderbolt 2 with ev series bay 0g04706 black",External Harddrives,3399.95,0,g-technology,0g04706
9SIA1UH4MD8566,"apricorn aegis padlock dt 6tb usb 3.0 3.5"" encrypted desktop hard drive with pin access with 256-bit aes encryption adt-3pl256-6000 black",External Harddrives,588.11,0,apricorn,adt-3pl256-6000
N82E16822205258,"g-technology g-speed studio xl 24tb 2 x thunderbolt 2 3.5"" 8-bay thunderbolt 2 raid array with two ev bay adapters 0g04570 black",External Harddrives,2899.95,0,g-technology,0g04570
0VN-002W-00005,lacie 9000504u 5big thunderbolt 2 30tb 7200rpm hardware raid,External Harddrives,2499,0,lacie,lac9000504u
9SIA1JX3MN8228,g-technology g-raid usb 8tb usb 3.0 desktop external hard drive 0g04069 silver,External Harddrives,529.95,0,g-technology,0g04069
9SIA29P3K04647,lacie d2 usb 3.0 5tb usb 3.0 desktop professional desktop storage lac9000444,External Harddrives,0,0,lacie,lac9000444
9SIA57Z2P08571,refurbished  wd my book 2tb usb 3.0 hard drive w/ security & local & cloud backup - black,External Harddrives,89.99,0,western digital,wdbfjk0020hbk-nesn
N82E16822205268,"g-technology g-speed shuttle xl 48tb 2 x thunderbolt 2 3.5"" 8-bay thunderbolt 2 with ev series bay 0g04714 black",External Harddrives,5799.95,0,g-technology,0g04714
1UW-000E-00015,g-technology g-raid usb 12tb usb 3.0 desktop external hard drive 0g04077 silver,External Harddrives,729.95,0,g-technology,0g04077
N82E16822205262,"g-technology g-speed shuttle xl 32tb 2 x thunderbolt 2 3.5"" external hard drive 0g04647 black",External Harddrives,4399.95,0,g-technology,0g04647
9SIAA8V3XG7463,"g-technology g-speed studio xl 18tb 2 x thunderbolt 2 3.5"" 8-bay thunderbolt 2 raid array with two ev bay adapters 0g04566 black",External Harddrives,0,0,g-technology,0g04566
N82E16822205267,"g-technology g-speed shuttle xl 36tb 2 x thunderbolt 2 3.5"" 8-bay thunderbolt 2 with ev series bay 0g04710 black",External Harddrives,4799.95,0,g-technology,0g04710
N82E16822205260,"g-technology g-speed studio xl 48tb 2 x thunderbolt 2 3.5"" 8-bay thunderbolt 2 raid array with two ev bay adapters 0g04578 black",External Harddrives,4799.95,0,g-technology,0g04578
9SIA6ZP56X2266,seagate - retail stem8000400 8tb backup plus mac usb 3.0,External Harddrives,237.79,0,hgst,None
N82E16822161165,apricorn aegis padlock fortress 1tb usb 3.0 fips 140-2 encrypted external hard drive with pin access a25-3pl256-1000f,External Harddrives,218.61,0,apricorn,a25-3pl256-1000f
9SIA4P04NA9094,"g-technology g-speed shuttle xl 48tb 2 x thunderbolt 2 3.5"" external hard drive 0g04655 black",External Harddrives,0,0,g-technology,0g04655
N82E16822154700,lacie 5big thunderbolt 2 20tb 2 x thunderbolt 2 professional 5-disk hardware raid external hard drive lac9000503u,External Harddrives,1999,0,lacie,lac9000503u
9SIA2F85CE5865,toshiba canvio 5 tb external hard drive,External Harddrives,154.75,0,toshiba,None
N82E16822204127,fantom drives g-force 3tb usb 3.0 / esata aluminum desktop external hard drive gf3b3000eua black,External Harddrives,145.99,0,fantom drives,gf3b3000eua
9SIA2W01WH8336,lacie 5big thunderbolt 2 10tb 2 x thunderbolt 2 professional 5-disk hardware raid external hard drive lac9000510u,External Harddrives,0,0,lacie,lac9000510u
9SIA4T01GV1413,wd 2tb my passport slim portable storage usb 3.0 / usb 2.0 model wdbpdz0020bal-nesn,External Harddrives,178.99,0,western digital,wdbpdz0020bal-nesn
9SIAA8V3UM8400,"g-technology g-raid studio 6tb 2 x thunderbolt 2 3.5"" desktop external hard drive 0g03501 black",External Harddrives,0,0,g-technology,0g03501
1E8-004Z-00059,lacie 12big thunderbolt 3 12-bay desktop raid storage array with 72tb hdd  12x 6tb   7200 rpm  40gb/s at thunderbolt 3  10gb/s at usb 3.1,External Harddrives,7301.99,0,,None
9SIA1T54SE2478,g-technology g-raid 12tb usb 3.0 / 2 x thunderbolt 2 desktop external hard drive 0g04093 silver,External Harddrives,0,0,g-technology,0g04093
N82E16822236976,wd 8tb my book pro professional raid storage - thunderbolt usb 3.0 - wdbdtb0080jsl-nesn,External Harddrives,599.99,0,western digital,wdbdtb0080jsl-nesn
N82E16822154698,lacie 2big thunderbolt 2 12tb usb 3.0 / 2 x thunderbolt 2 professional dual-disk hardware raid external hard drive lac9000473u,External Harddrives,799,0,lacie,lac9000473u
1E8-000H-00044,lacie d2 usb 3.0 4tb usb 3.0 desktop professional desktop storage lac9000443,External Harddrives,179.99,0,lacie,lac9000443
N82E16822205264,"g-technology g-speed shuttle xl 64tb 2 x thunderbolt 2 3.5"" external hard drive 0g04659 black",External Harddrives,7799.95,0,g-technology,0g04659
N82E16822215085,"verbatim store n save 1tb usb 3.0 3.5"" desktop hard drive 97579 black",External Harddrives,82.99,0,verbatim,97579
9SIA1J253V8676,seagate backup plus 3tb usb 3.0 hard drives - desktop external stfm3000100 black,External Harddrives,99.99,0,seagate,stfm3000100
N82E16822205200,g-technology g-speed q 16tb usb 3.0 / 2 x firewire800 / esata g-speed q 4-bay storage array 0g02840 silver,External Harddrives,1499.95,0,g-technology,0g02840
N82E16822235283,refurbished  wd elements 4tb usb 3.0 hard drives - desktop external wdbwlg0040hbk black,External Harddrives,109.99,0,western digital,wdbwlg0040hbk
1E8-0006-000K2,refurbished  wd my passport mac 1 tb portable external hard drive  2015   wdbjbs0010bsl-nesn ,External Harddrives,49.99,0,,None
N82E16822154740,"lacie porsche design p'9230 5tb usb 3.0 3.5"" desktop external hard drive lac9000480",External Harddrives,149.99,0,lacie,lac9000480
N82E16822154748,lacie porsche design 4tb usb 3.1 external desktop drive stfe4000100,External Harddrives,179.99,0,lacie,stfe4000100
N82E16822165607,buffalo drivestation quad 16tb  4 x 4 tb  usb 3.0 high performance raid array with optimized hard drives hd-qh16tu3r5,External Harddrives,1289.99,0,buffalo,hd-qh16tu3r5
9SIA4P03ZU2493,"g-technology g-speed studio xl 36tb 2 x thunderbolt 2 3.5"" 8-bay thunderbolt 2 raid array with two ev bay adapters 0g04574 black",External Harddrives,0,0,g-technology,0g04574
N82E16822154754,lacie 5big thunderbolt 2 40tb 2 x thunderbolt 2 professional 5-disk hardware raid external hard drive stfc40000400,External Harddrives,3999,0,lacie,stfc40000400
1E8-001A-00022,g-technology 10tb g-drive with thunderbolt external hard drive 0g05024,External Harddrives,699.95,0,,None
0VN-002W-00006,lacie 8big rack thunderbolt 2 48tb  8 x 6tb  2 x thunderbolt 2 8-bay 1u rackmount hardware raid lac9000476u,External Harddrives,3999,0,lacie,lac9000476u
9SIA4P054N6441,g-tech g-speed shuttle xl 60tb 8-bay thunderbolt 2.  6 x 10tb ,External Harddrives,0,0,,None
1E8-004N-00012,buffalo drivestation axis velocity 4tb usb 3.0 external hard drive hd-lx4.0tu3 black,External Harddrives,169.99,0,buffalo,hd-lx4.0tu3
2WA-000A-00013,g-technology g-speed shuttle xl 80tb 8-bay thunderbolt 2 raid array  8 x 10tb ,External Harddrives,9799.95,0,,None
N82E16822236975,wd 6tb my book pro professional raid storage - thunderbolt usb 3.0 - wdbdtb0060jsl-nesn,External Harddrives,549,0,western digital,wdbdtb0060jsl-nesn
1E8-000H-00037,"lacie 2big quadra usb 3.0 10tb usb 3.0 / 2 x firewire800 3.5"" external hard drive lac9000495",External Harddrives,549,0,lacie,lac9000495
12K-00TG-00005,g-technology g-drive 4tb usb 3.0 / thunderbolt desktop external hard drive 0g03050 silver,External Harddrives,329.95,0,g-technology,0g03050
N82E16822179030,seagate backup plus 4tb usb 3.0 hard drives - desktop external stfm4000100 black,External Harddrives,109.99,0,seagate,stfm4000100
N82E16822179031,seagate backup plus hub 4tb usb 3.0 hard drives - desktop external stel4000100 black,External Harddrives,119.99,0,seagate,stel4000100
N82E16822235159,wd my book 3tb usb 3.0 desktop hard drive wdbbgb0030hbk-nesn black,External Harddrives,99.99,0,western digital,wdbbgb0030hbk-nesn
N82E16822165670,buffalo drivestation quad 24tb  4 x 6tb  usb 3.0 high performance raid array with optimized hard drives hd-qh24tu3r5 black,External Harddrives,1799.99,0,buffalo,hd-qh24tu3r5
1E8-001A-00012,g-technology g-drive usb 4tb usb 3.0 desktop external hard drive 0g03594 silver,External Harddrives,179.95,0,g-technology,0g03594
N82E16822179033,seagate backup plus hub 8tb usb 3.0 hard drives - desktop external stel8000100 black,External Harddrives,224.99,0,seagate,stel8000100
9SIA4T01GV1173,wd 500gb my passport ultra portable hard drive usb 3.0 model wdbpgc5000abl-nesn blue,External Harddrives,139.38,1,western digital,wdbpgc5000abl-nesn
9SIA6ZP3X19903,wd 12tb my book pro professional raid storage - thunderbolt usb 3.0 - wdbdtb0120jsl-nesn,External Harddrives,874.17,0,western digital,wdbdtb0120jsl-nesn
9SIA8H531C6881,"buslink 1tb usb 2.0 3.5"" ciphershield aes 128-bit encryption external hard drive csc-1t-u2",External Harddrives,345.56,1,buslink,csc-1t-u2
N82E16822165440,buffalo drivestation axis velocity 1tb usb 3.0 external hard drive hd-lx1.0tu3 black,External Harddrives,97.99,1,buffalo,hd-lx1.0tu3
9SIA57Z3WK5545,"refurbished  maxtor 250gb 3.5"" ide/pata hd",External Harddrives,14.99,1,,None
9SIA3FA2H20356,"lacie 2big quadra usb 3.0 8tb usb 3.0 / 2 x firewire800 3.5"" external hard drive lac9000317",External Harddrives,479,1,lacie,lac9000317
9SIA24G1S88528,fantom gforce/3  2tb usb 3.0 aluminum desktop external hard drive gf3b2000u64 black,External Harddrives,105.12,1,fantom drives,gf3b2000u64
9SIA4RE4S98308,"cirago 1.5tb usb 2.0 3.5"" external hard drive cst4150",External Harddrives,119.99,1,cirago,cst4150
9SIA1UH3YS7482,buffalo drivestation axis velocity 6tb usb 3.0 external hard drive hd-lx6.0tu3 black,External Harddrives,300.13,1,buffalo,hd-lx6.0tu3
9SIA0ZX0XR3493,transcend 1tb storejet 25a3 external hard drive usb 3.0 model ts1tsj25a3k black,External Harddrives,71.45,1,transcend,ts1tsj25a3k
9SIA10V4CU2251,"refurbished  seagate backup plus 4 terabyte  4tb  usb 3.0 2.5"" external hard drive - black",External Harddrives,139.95,1,seagate,None
