asin,name,brand,category,price,review_count,info 
B00QFZAVJE,"Seagate Enterprise ST2000NX0273 2 TB 2.5"" Internal Hard Drive",Seagate,1254762011,$268.98,2,"B00QFZAVJE 5.0 out of 5 stars 6.4 ounces ( ) November 27, 2014 Seagate ST2000NX0273 6.4 ounces 5.8 x 4.3 x 1.5 inches 5.8 x 4.3 x 1.5 inches 7200 RPM None"
B005R2QXNO,"Apple iMAC All In One A1224 20"" Desktop (Intel Core 2 Duo 2.66Ghz, 320GB Hard Drive, 4096Mb RAM, DVDRW Drive, OS X 10.5.2)",None,1254762011,$ 2 4 9 . 0 0,71,"B005R2QXNO 4.2 out of 5 stars 21 pounds September 30, 2011 20 inches 1680x1050 2.66 GHz Core 2 Duo 2.66GHz 2 GB DDR2 320 GB ATI Radeon HD 2600 PRO ATI Apple iMac A1224 Mac Mac OS X 10.5.2 Leopard 21 pounds 19.1 x 7.4 x 18.5 inches 19.1 x 7.4 x 18.5 inches Grey /Black Intel 1 DDR2 SDRAM Serial ATA 7200 RPM"
B0118JHEY6,"Hitachi 500Gb Hts545050A7E380 2.5 inch Sata 3.0Gb/S 5400Rpm 8Mb Hard Drive, Model 0J11285 Bulk -by-Hitachi",Hitachi,1254762011,$39.99,83,"6.6 x 6.1 x 0.9 inches 0.3 ounces 8.8 ounces ( ) Hitachi B0118JHEY6 Made in China HTS545050A7E380 4.1 out of 5 stars August 26, 2011 None None"
B00S7M1WYG,"NEW 320GB 2.5"" PATA IDE ATA Laptop Internal Hard Drive",HDGeeks,1254762011,$57.99,9,"3.9 x 2.8 x 0.4 inches 4 ounces 4 ounces ( ) White Label B00S7M1WYG 5.0 out of 5 stars January 14, 2015 None None"
B004B5F3V6,HP-Compaq Genuine 432320-001 146 GB 10000 RPM SAS 2.5 Inches Hot Plug Hard Drive. New Bulk Pack. In Stock.,HP,1254762011,$16.00,63,"96.1 x 74.8 x 54.7 inches 8 ounces 1.1 pounds ( ) HP-COMPAQ B004B5F3V6 431958-B21-RFB 4.1 out of 5 stars January 27, 2007 None None"
B00FIXJWUS,"1TB 2.5"" Hard Drive for Dell Inspiron-15, 15 (1564), 15 (N5030), 15 (N5050), 1501, 1520, 1521, 1525, 1526, 1545 Laptops",HardDriveGeeks,1254762011,$57.30,41,"3.9 x 2.8 x 0.4 inches 5 ounces 5.6 ounces ( ) Major Brand Manufacturers B00FIXJWUS Discount18 4.7 out of 5 stars September 30, 2013 None None"
B01MDRJE2X,WD WD60EZRZ 6TB Blue SATA 5400 RPM 64MB 6GB/S 3.5 inch PC Hard Drive,WD,1254762011,$149.99,0,"1 x 1 x 1 inches 2 pounds 2 pounds ( ) WD B01MDRJE2X 0.0 out of 5 stars October 31, 2016 None None"
B0035G0J52,Seagate ST9146803SS- Seagate Savvio 10K.3 146GB 10K 6.0Gbps SFF Serial SCSI / SAS Har (ST9146803SS),"Seagate,",1254762011,$39.99,4,"2.8 x 4 x 0.6 inches 8 ounces 12 ounces ( ) Seagate, B0035G0J52 ST9146803SS 5.0 out of 5 stars April 4, 2010 None None"
B01EIPU5PC,"Seagate Desktop HDD ST3000DM003 3TB 5900RPM 64MB Cache SATA 6.0Gb/s 3.5"" Internal Hard Drive (PC, NAS, CCTV DVR)- w/1 Year Warranty",None,1254762011,$84.30,6,"5.6 x 4 x 1 inches 1 pounds 1.5 pounds ( ) Seagate B01EIPU5PC 4.8 out of 5 stars April 19, 2016 None None"
B001T8UDH2,Seagate ST31000528AS 1TB Hard Drive,Seagate,1254762011,$114.58,77,"B001T8UDH2 4.0 out of 5 stars 1.3 pounds ( ) April 8, 2009 Seagate ST31000528AS PC 1.3 pounds 6.6 x 5 x 4.3 inches 7200 RPM None"
B00BJ8U3OU,Mac Mini Dual Drive Kit,iFixit,1254762011,$29.95,186,"2.4 x 7.1 x 3.5 inches 7 ounces 8 ounces ( ) ifixit B00BJ8U3OU IF171-005-1 4.6 out of 5 stars February 21, 2013 None None"
B00YG8MX52,"Avolusion 500GB 2.5"" SATA (PS3) Playstation3 Hard Drive (PS3 Fat, PS3 Slim, PS3 Super Slim CECH-400x Series) + HDD Mounting Bracket - 2 Years Warranty",Avolusion,1254762011,$44.99,46,"8.7 x 1.9 x 5.5 inches 7.2 ounces 7.2 ounces ( ) Avolusion B00YG8MX52 AVOL-PS3KIT-500 4.2 out of 5 stars May 29, 2015 None None"
B002P3KO7O,"WD AV-GP 500 GB AV Hard Drive: 3.5 Inch, SATA II, 32 MB Cache (WD5000AVDS) (Old Model)",None,1254762011,$31.20,88,"5.8 x 4 x 1 inches 1.1 pounds 1.1 pounds ( ) B002P3KO7O WD5000AVDS 7025-01-622-6716 4.1 out of 5 stars September 1, 2009 None None"
B00E7M3LW6,"Seagate Constellation ES.2 ST33000651NS 3TB 7200 RPM 64MB Cache SATA 6.0Gb/s 3.5"" Enterprise Hard Drive (Certified Refurbished)",Seagate,1254762011,$ 6 4 . 9 9,3,"5.8 x 4 x 1 inches 1 pounds 1.8 pounds ( ) Seagate B00E7M3LW6 ST33000651NS/CR 4.6 out of 5 stars January 4, 2017 None None"
B00LSU4SHW,Kingwin USB 3.0 to SATA and IDE Adapter for 2.5-Inch and 3.5-Inch Hard Drives (USI-2535CLU3),Kingwin,1254762011,$29.99,321,"B00LSU4SHW 3.9 out of 5 stars 1 pounds ( ) March 14, 2014 Kingwin USI-2535CLU3 pc, mac Mac, PC, Windows 7, etc 15.2 ounces 2.5 x 0.8 x 2.5 inches 2.5 x 0.75 x 2.5 inches Black None"
B00MR8HZZ6,,None,1254762011,,0,None None None
B00CR9GW0O,SEAGATE ST500LM000 SSHD 500GB 5400RPM 64MB SATA 6.0Gb/s 2.5 Solid State Hybrid Drive,Seagate,1254762011,$68.99,5,"B00CR9GW0O 5.0 out of 5 stars 6.4 ounces ( ) Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues. This item is not eligible for international shipping. April 22, 2013 500 GB Seagate ST500LM000 Momentus XT pc, laptop 3.4 ounces 0.3 x 2.8 x 3.9 inches 0.28 x 2.76 x 3.94 inches 5400 RPM"
B00AAKF8F2,Generic 2.5 SATA Internal Hard Drive (250 GB),Generic,1254762011,$26.70,42,"5.2 x 0.8 x 4.9 inches 4 ounces 4 ounces ( ) Generic B00AAKF8F2 LYSB00AAKF8F2-ELECTRNCS 3.8 out of 5 stars November 20, 2012 None None"
B002RWJHBM,Seagate Barracuda XT 2 TB 7200RPM 64MB Cache 3.5-Inch Bare Drive - ST32000641AS,Seagate,1254762011,$105.00,109,"12 x 6 x 6 inches 1.5 pounds 1.8 pounds ( ) Seagate B002RWJHBM Item can be shipped within U.S. This item is not eligible for international shipping. ST32000641AS 4.2 out of 5 stars December 19, 2005 None None"
B002OWT61Q,Hitachi HDS722020ALA330 2000GB Hard Drive,Hitachi,1254762011,$ 3 2 . 2 5,35,"4 x 5.8 x 1 inches 1.6 pounds 1.6 pounds Hitachi, B002OWT61Q HDS723020BLA642 2.9 out of 5 stars October 9, 2009 None None"
B01N0AUUC5,ORICO SSD to Hard Drive Bracket 2.5 Inch to 3.5 Inch Aluminum SSD Mounting Tray with SSD Screws SATA Cable AC325 Silver,ORICO,1254762011,$ 6 . 9 9,2,4.4 x 4.1 x 0.8 inches B01N0AUUC5 5.0 out of 5 stars None None
B0172JHDK6,Avolusion (AVPS4HD-N2T) 2TB (Playstation 4) PS4 Hard Drive - 2 Year Warranty (Nyko Data Bank + 2TB HDD),Avolusion,1254762011,$105.00,86,"14 x 12 x 4 inches 2 pounds 4 pounds ( ) Avolusion B0172JHDK6 AVPS4HD-N2T 3.8 out of 5 stars October 23, 2015 None None"
B01IA9H22Q,Seagate 10TB BarraCuda Pro 7200RPM SATA 6GB/s 256MB Cache 3.5-Inch Internal Hard Drive (ST10000DM0004),Seagate,1254762011,$404.95,667,"B01IA9H22Q 4.2 out of 5 stars 1.6 pounds ( ) Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues. This item can be shipped to select countries outside of the U.S. July 19, 2016 10 TB SATA 6Gb/s Seagate ST10000DM0004 ST10000DM0004 N/A 1.4 pounds 5.8 x 4 x 1 inches 5.79 x 4.01 x 1.03 inches 7200 RPM"
B002OWT61Q,,None,1254762011,,0,None None None
B00465W8HS,HP 600GB 6G SAS 10K 600 16 MB Cache 2.5-Inch Internal Bare or OEM Drives 581286-B21,HP,1254762011,$119.50,13,"3.1 x 5.5 x 0.6 inches 1 pounds 1 pounds ( ) hp B00465W8HS Imported (USA) 581286-B21 3.6 out of 5 stars October 6, 2010 None None"
B002BH3Z8E,"SilverStone Technology 3.5-Inch to 2 X 2.5-Inch Internal Hard Drive HDD / SSD Bay Converter, Silver (SDP08)",SilverStone Technology,1254762011,$7.99,2044,"B002BH3Z8E 4.6 out of 5 stars 6.4 ounces ( ) May 27, 2009 SilverStone Technology 5.6 ounces 5.8 x 4 x 1 inches SDP08 SDP08 - Silver 1 SST-SDP08 None"
B01HPF80ZO,USB 3.0 Cable PC Power Charger Data Transfer Cable/Cord/Lead For External Portable Hard Drive Disk HDD WD Western Digital Samsung Sandisk Seagate Sony Toshiba Cellphone Galaxy Note3 (Black),UY CHAN,1254762011,$5.98,12,7.1 x 0.4 x 5.1 inches 1.1 ounces 3.2 ounces ( ) B01HPF80ZO 4.6 out of 5 stars None None
B009XY3WZO,HDD 4TB 7200RPM SATA300 64MB ULTARSTAR HUS724040ALE640 (0F14683) -,Hitachi,1254762011,$ 1 4 0 . 0 0,1,"B009XY3WZO 5.0 out of 5 stars 1.9 pounds October 31, 2012 Hitachi LYSB009XY3WZO-ELECTRNCS 1.9 pounds 10.2 x 7.4 x 3.8 inches 10.2 x 7.4 x 3.8 inches 7200 RPM None"
B017LEH5KK,"Dell 1TB 7.2K 6Gbps 2.5'' Enterprise Class SATA Hard Drive with 2.5'' R-Series Tray for PowerEdge R610, R710,T610, T710, R420, R620, R720XD",TekBoost,1254762011,$75.00,0,"12 x 9 x 6 inches 3 pounds 3 pounds ( ) Dell Computers B017LEH5KK LYSB017LEH5KK-ELECTRNCS 0.0 out of 5 stars November 5, 2015 None None"
B00WWPODTA,"SEAGATE ST3000DM001 Barracuda 3TB 7200 RPM 64MB cache SATA 6.0Gb/s 3.5"" internal hard drive (Bare Drive) Bare Drive",Seagate,1254762011,$96.92,9,"4 x 5.8 x 1 inches 1.4 pounds 1.6 pounds ( ) Seagate B00WWPODTA ST3000DM001 4.2 out of 5 stars May 11, 2015 None None"
B01M047755,"NEW WD RE WD4000FDYZ 7200RPM 4TB 64MB Cache SATA III 6.0Gb/s 3.5"" Enterprise Hard Drive",None,1254762011,$172.46,1,"8.9 x 6 x 3 inches 2.1 pounds 2.1 pounds ( ) WD B01M047755 1.0 out of 5 stars September 14, 2016 None None"
B00XKTOM2K,"Toshiba 500 GB 2.5"" Internal Hybrid Hard Drive - 8 GB SSD Cache Capacity MQ02ABF050H",Toshiba,1254762011,$53.99,14,"B00XKTOM2K 4.9 out of 5 stars 7 ounces ( ) May 2, 2015 Toshiba MQ02ABF050H pc, laptop 3.2 ounces 2.8 x 3.9 x 0.3 inches 2.75 x 3.94 x 0.28 inches 5400 RPM None"
B001GBSLIU,"Seagate ST3300656SS, Seagate SAS 300GB 15K 3.5"" RPM",None,1254762011,$64.64,3,"5.4 x 3.1 x 0.6 inches 1 pounds 1 pounds ( ) Seagate B001GBSLIU ST3300656SS 5.0 out of 5 stars August 16, 2010 None None"
B001LDK4FG,"Hitachi 0A36073 Ultrastar 1TB 32MB Cache 7200RPM SATA II 3.5"" HDD Hard Drive",Hitachi,1254762011,$73.29,48,"4 x 5.8 x 1 inches 1.5 pounds 1.8 pounds ( ) Replace Power B001LDK4FG Imported (Thailand) HUA721010KLA330 3.7 out of 5 stars April 4, 2010 None None"
B00752R2H0,Seagate Constellation ES 3 TB 7200RPM SATA 6Gb/s 64MB Cache 3.5 Inch Internal Bare Drive ST33000650NS,None,1254762011,$99.56,27,"B00752R2H0 3.2 out of 5 stars 1.9 pounds ( ) Item can be shipped within U.S. This item is not eligible for international shipping. February 5, 2012 3 TB 1 Seagate ST33000650NS 1.5 pounds 5.8 x 4 x 1 inches 5.79 x 4.01 x 1.03 inches 7200 RPM"
B001VKY8GA,Western Digital 250 GB AV-GP SATA 3 Gb/s Intellipower 8 MB Cache Bulk/OEM AV Hard Drive - WD2500AVVS,None,1254762011,$18.65,14,"5.8 x 4 x 1 inches 1.1 pounds 1.4 pounds ( ) B001VKY8GA WD2500AVVS 7025-01-607-3535 3.5 out of 5 stars March 9, 2009 None None"
B00V7CAHNK,"Western Digital (WD) Caviar Blue 500 GB (500gb) SATA III 7200 RPM 16 MB Cache Bulk/OEM Desktop Hard Drive for PC, Mac, CCTV DVR, NAS, RAID- 1 Year Warranty",Western Digital,1254762011,$42.85,10,"6.1 x 4.7 x 1.1 inches 1.1 pounds 2 pounds ( ) Western Digital B00V7CAHNK LYSB00V7CAHNK-ELECTRNCS 4.3 out of 5 stars March 25, 2015 None None"
B00830HJFI,SEAGATE ST9300653SS Savvio 300GB 15000 RPM SAS 6.0Gb/s 64MB cache 2.5 internal hard drive (Bare Drive),None,1254762011,$63.48,2,"2.8 x 4 x 0.6 inches 7 ounces 7.2 ounces ( ) hdd SEAGATE B00830HJFI ST9300653SS 3.0 out of 5 stars May 13, 2012 None None"
B001IKKBBO,Seagate Cheetah 146GB SAS ST3146356SS 15K Hard Drive,Seagate,1254762011,$49.98,11,"4 x 5.8 x 1 inches 1.5 pounds 1.8 pounds ( ) Seagate-imsourcing B001IKKBBO ST3146356SS 4.0 out of 5 stars January 5, 2009 None None"
B00656HLGO,JacobsParts 320GB Hard Drive HDD for Xbox 360 - Highest Capacity,JACOBSPARTS,1254762011,$42.90,786,"B00656HLGO 3.8 out of 5 stars 10.4 ounces ( ) November 9, 2011 320 GB JACOBSPARTS SIM0010 Xbox 360 Xbox 360 10.4 ounces 8.8 x 3.5 x 1.9 inches 8.8 x 3.5 x 1.9 inches 320G Thick"
B01HUJOZOA,"Seagate Barracuda 7200.15 ST5000DM000 5TB 5900RPM 128MB Cache SATA 6.0Gb/s 3.5"" Internal Desktop Hard Drive (Certified Refurbished) w/1 Year Warranty",None,1254762011,$139.99,1,"5.8 x 1 x 4 inches 1 pounds 2 pounds ( ) Seagate B01HUJOZOA China ST5000DM000/CR 5.0 out of 5 stars July 2, 2016 None None"
B00MBLX332,Seagate 2TB Drives SATA 6Gb/s 32MB 2.5-Inch Internal Drive Retail Kit (STBD2000102),None,1254762011,$ 1 0 6 . 7 5,170,"B00MBLX332 4.5 out of 5 stars 6.4 ounces August 1, 2014 3 GB 2 TB 1x2TB Seagate STBD2000102 STBD2000102 PC, Mac 6.4 ounces 4.8 x 2.2 x 6.3 inches 4.75 x 2.25 x 6.34 inches Serial ATA-600 5400 RPM"
B00UMVCB7C,"WD 6TB 3.5"" Re 7200 RPM SATA III 128 MB Cache Bulk/OEM Enterprise Hard Drive (WD6001FSYZ)",None,1254762011,$339.99,7,"B00UMVCB7C 3.7 out of 5 stars 1.9 pounds ( ) Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues. This item is not eligible for international shipping. March 17, 2015 6 TB Serial ATA-600 Western Digital WD6001FSYZ WD6001FSYZ PC 1.6 pounds 5.8 x 4 x 1 inches 5.79 x 4 x 1.03 inches Serial ATA-600 7200 RPM"
B00PA1CVNS,"Western Digital RE4-GP WD2003FYPS 2TB 7200RPM 64MB Cache SATA 3.0Gb/s 3.5"" (Enterprise Grade) Internal Hard Drive - w/ 1 Year Warranty",Western Digial,1254762011,$63.47,49,"9 x 5 x 6 inches 1 pounds 1.9 pounds ( ) WD-IMSourcing B00PA1CVNS WD2003FYPS 3.5 out of 5 stars November 6, 2014 None None"
B00OP2PKH2,"Toshiba 5TB SATA 6Gb/s 7200rpm, 128MB Cache, 3.5-Inch Internal Hard Drive (PH3500U-1I72)",None,1254762011,$ 2 4 8 . 3 8,605,"B00OP2PKH2 4.0 out of 5 stars 1.6 pounds Item can be shipped within U.S. This item is not eligible for international shipping. October 20, 2014 DDR2 667 128 MHz Toshiba PH3500U-1I72 pc 1.6 pounds 5.8 x 4 x 1 inches 5.79 x 4 x 1.03 inches 7200 RPM"
B00370A8EI,"White Label 2 Terabyte (2TB) 16MB Cache 7200RPM SATA2 3.5"" Internal Desktop Hard Drive (For PC, Mac, CCTV DVR, NAS) - w/ 1 Year Warranty",White Label,1254762011,$46.95,77,"9.3 x 5.4 x 3.8 inches 1.9 pounds 1.9 pounds ( ) White Label B00370A8EI 3.9 out of 5 stars January 8, 2015 None None"
B00XNN49OY,"Dell Compatible W347K 600GB 15K SAS 3.5"" OEM Hard Drive in Dell Hot Plug Tray",Dell,1254762011,$89.95,1,"1 pounds 2 pounds ( ) WD, Seagate, HGST Branded B00XNN49OY 3.0 out of 5 stars May 14, 2015 None None"
B01N0AUUC5,ORICO SSD to Hard Drive Bracket 2.5 Inch to 3.5 Inch Aluminum SSD Mounting Tray with SSD Screws SATA Cable AC325 Silver,ORICO,1254762011,$ 6 . 9 9,2,4.4 x 4.1 x 0.8 inches B01N0AUUC5 5.0 out of 5 stars None None
B0172JHDK6,Avolusion (AVPS4HD-N2T) 2TB (Playstation 4) PS4 Hard Drive - 2 Year Warranty (Nyko Data Bank + 2TB HDD),Avolusion,1254762011,$105.00,86,"14 x 12 x 4 inches 2 pounds 4 pounds ( ) Avolusion B0172JHDK6 AVPS4HD-N2T 3.8 out of 5 stars October 23, 2015 None None"
B01IA9H22Q,Seagate 10TB BarraCuda Pro 7200RPM SATA 6GB/s 256MB Cache 3.5-Inch Internal Hard Drive (ST10000DM0004),Seagate,1254762011,$403.99,669,"B01IA9H22Q 4.2 out of 5 stars 1.6 pounds ( ) Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues. This item can be shipped to select countries outside of the U.S. July 19, 2016 10 TB SATA 6Gb/s Seagate ST10000DM0004 ST10000DM0004 N/A 1.4 pounds 5.8 x 4 x 1 inches 5.79 x 4.01 x 1.03 inches 7200 RPM"
B01D98HV0Q,"453KG - DELL 600GB 10K 2.5"" SAS 12Gb/s HDD W/TRAY",Dell,1254762011,$160.00,0,"3 pounds ( ) D E L L B01D98HV0Q 0.0 out of 5 stars March 21, 2016 None None"
B00EGSGDXK,WESTERN DIGITAL WD2500AAKX Caviar Blue 250GB 7200 RPM 16MB cache SATA 6.0Gb/s 3.5 internal hard drive,None,1254762011,$34.99,12,"8 x 6 x 4 inches 1 pounds 1 pounds ( ) WD B00EGSGDXK WD2500AAKX - 9 4.9 out of 5 stars August 11, 2013 None None"
B000VZ40CI,Western Digital WD3200AAJS 320GB Hard Drive,None,1254762011,$21.99,117,"B000VZ40CI 4.0 out of 5 stars 1 pounds ( ) September 14, 2004 320 GB 7025-01-623-2717 Western Digital WD3200AAJS PC 7.2 ounces 5.8 x 1 x 4 inches 5.8 x 1 x 4 inches 7200 RPM"
B013JPLM68,Toshiba L200 1TB Mobile 2.5 Inch SATA 5400rpm Internal Hard Drive,None,1254762011,$56.53,15,"B013JPLM68 4.6 out of 5 stars 5.6 ounces ( ) Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues. This item can be shipped to select countries outside of the U.S. August 26, 2015 1 TB Toshiba HDWJ110XZSTA pc, laptop, mac 5.6 ounces 3.9 x 2.7 x 0.4 inches 3.9 x 2.7 x 0.37 inches Serial ATA-600 5400 RPM"
B01IE06L6Y,Avolusion 1TB Playstation4 (PS4 CUH-1200 Series) Hard Drive Upgrade Kit (1TB HDD + HDD Mounting Kit + 8GB USB) w/2-Year Warranty,Avolusion,1254762011,$63.99,11,"4.5 x 2.9 x 0.5 inches 1 pounds 1 pounds ( ) Avolusion B01IE06L6Y USA AVOL-PS4K1200-1TB 4.9 out of 5 stars July 13, 2016 None None"
B00EHDZLDM,SilverStone Technology 3.5-Inch to 2 x 2.5-Inch Internal Hard Drive HDD/SSD Bay Converter (SDP08-LITE),SilverStone Technology,1254762011,$6.99,2044,"B00EHDZLDM 4.6 out of 5 stars 7.2 ounces ( ) Item can be shipped within U.S. This item can be shipped to select countries outside of the U.S. August 8, 2013 SilverStone Technology 7.2 ounces 6 x 4 x 1 inches SDP08-LITE SDP08-LITE - Grey 1 SDP08-LITE None"
B00MUPDUPA,"Hitachi Ultrastar 7K3000 HUA723030ALA640 3TB 7200 RPM 64MB Cache SATA III 6.0Gb/s 3.5"" Enterprise Hard Drive (Certified Refurbished) - w/1 Year Warranty",Hitachi,1254762011,,7,"B00MUPDUPA 3.9 out of 5 stars 2 pounds June 30, 2016 3 TB Hitachi HUA723030ALA640 pc, mac 1 pounds 5.8 x 1 x 4 inches 5.8 x 1 x 4 inches 7200 RPM"
B00WXUUX84,"HP Compatible 581286-B21 600GB 10K SAS 2.5"" OEM Hard Drive in HP G7 Hot Swap Tray",None,1254762011,$83.00,2,"10 x 7 x 3 inches 2 pounds 2 pounds ( ) HP B00WXUUX84 LYSB00WXUUX84-ELECTRNCS 5.0 out of 5 stars April 30, 2015 None None"
B00SZ89A46,Hitachi Ultrastar He8 (512e) SE HUH728080AL5204 SAS 12Gb/s 8TB 7200rpm 0F23657,"HGST, a Western Digital Company",1254762011,$393.50,2,"B00SZ89A46 5.0 out of 5 stars 1.6 pounds ( ) Currently, item can be shipped only within the U.S. and to APO/FPO addresses. For APO/FPO shipments, please check with the manufacturer regarding warranty and support issues. This item is not eligible for international shipping. January 30, 2015 HGST, a Western Digital Company 0F23657 0F23657 1.6 pounds 6.5 x 6.3 x 4.5 inches 6.5 x 6.3 x 4.5 inches 7200 RPM None"
B004HZEF2I,SEAGATE ST91000640NS Constellation ES.2 SATA 6.0Gb/s 1TB 7200 RPM 64MB cache 2.5 internal hard drive (Bare Drive),None,1254762011,$60.00,7,"B004HZEF2I 3.4 out of 5 stars 7 ounces ( ) January 21, 2011 1 TB 7025-01-624-9545 Seagate ST91000640NS 7 ounces 2.8 x 4 x 0.6 inches 2.76 x 3.96 x 0.58 inches 7200 RPM"
B007VPGK42,"WD VelociRaptor 500 GB Workstation Hard Drive: 3.5 Inch, 10000 RPM, SATA III, 64 MB Cache - WD5000HHTZ",None,1254762011,$135.00,383,"B007VPGK42 4.5 out of 5 stars 1.4 pounds ( ) Item can be shipped within U.S. This item is not eligible for international shipping. April 19, 2012 3.5 inches 500 GB Western Digital WD5000HHTZ 1.1 pounds 4 x 1 x 5.8 inches 4 x 1.03 x 5.79 inches Black Serial ATA-300 10000 RPM"
B003ELYQ4S,HP 507616-B21 Hard Drive - 2TB - 7200rpm - SAS 600 - Serial Attached SCSI - 3.5-Inch - Internal,HP,1254762011,$54.00,22,"11 x 5 x 9 inches 3 pounds 2.4 pounds ( ) B003ELYQ4S 507616-B21 4.2 out of 5 stars March 30, 2010 None None"
B003AG79GO,Serial ATA SATA to Parallel ATA PATA/IDE Hard Drive HDD CD DVD-ROM Interface Convert Adapter,Importer520,1254762011,$6.75,166,"3 x 1.6 x 2 inches 0.3 ounces 0.3 ounces ( ) Importer520 B003AG79GO 40002531 4.0 out of 5 stars February 28, 2010 None None"
B004NLIBSA,HITACHI 0F12456 Ultrastar A7K3000 3TB 7200 RPM 64MB cache SATA 6.0Gb/s 3.5 internal hard drive (Bare Drive),Hitachi,1254762011,$70.99,11,"4 x 5.8 x 1 inches 1.5 pounds 1.9 pounds ( ) Hitachi B004NLIBSA Imported (Thailand) 0F12456 3.2 out of 5 stars February 5, 2012 None None"
B00TKMWW4Q,"1TB (1 TB) 2.5"" SATA Playstation 4 (PS4) Hard Drive",Major Brand,1254762011,$58.99,11,"6.6 x 5.5 x 1.9 inches 5.6 ounces 5.6 ounces ( ) Major Brand B00TKMWW4Q 4.2 out of 5 stars February 13, 2015 None None"
B008DJE7HW,"Western Digital 1 TB 3.5"" Internal Hard Drive - WD1003FBYX",Western Digital,1254762011,$38.00,28,"5.8 x 4 x 1 inches 1.8 pounds 1.8 pounds ( ) Western Digital B008DJE7HW Made in USA or Imported WD1003FBYX 7025-01-597-7501 4.0 out of 5 stars April 8, 2011 None None"
B01N5QIBZ2,"Western Digital WD Green WD30EZRX 3TB IntelliPower 64MB Cache SATA 6.0Gb/s 3.5"" Internal Desktop Hard Drive (Certified Refurbished)",None,1254762011,C u r r e n t l y,1,"5.8 x 4 x 1 inches 2 pounds 2 pounds Western Digital B01N5QIBZ2 WD30EZRX/CR 5.0 out of 5 stars January 18, 2017 None None"
B01JKLVFQC,Samsung SM951 512GB AHCI MZHPV512HDGL-00000 M.2 80mm PCIe 3.0 x4 SSD - OEM,Generic,1254762011,$450.00,0,"3.1 x 0.9 x 0.1 inches 0.3 ounces 0.3 ounces ( ) Generic B01JKLVFQC DVZXSSDHV11155 0.0 out of 5 stars August 3, 2016 None None"
B004IYFC20,"3.5"" SAS/SASTu Hard Drive Tray/ Caddy for Dell Poweredge 2900 2950 2970 R905 G9146 MF666",None,1254762011,$13.59,55,"B004IYFC20 4.9 out of 5 stars 8.8 ounces ( ) January 13, 2011 Dell LYSB004IYFC20-ELECTRNCS 8.8 ounces 9.1 x 5.4 x 1.4 inches 9.1 x 5.4 x 1.4 inches None"
B00285D1FQ,Think Tank - Street Walker Hard Drive,Think Tank Photo,1254762011,$229.74,89,"21.1 x 12.8 x 11.5 inches 6.6 pounds 6.6 pounds ( ) B00285D1FQ 004803 4.6 out of 5 stars November 24, 2003 None None"
B003FDYD34,HP GB0160CAABV HP 160GB 7200RPM SATA 3.5 HOT PLUG HARD DRIVE,None,1254762011,$47.57,0,"4 pounds ( ) hp B003FDYD34 349238-B21 - 2 0.0 out of 5 stars August 17, 2010 None None"
B0038JVJCS,600GB SAS Hitachi UltraStar 15K600 15000RPM 64MB 6GBITS 3.5in HUS156060VLS600,Imsourcing,1254762011,$50.00,4,"5.8 x 4 x 1 inches 1.6 pounds 3 pounds ( ) IMSOURCING B0038JVJCS HUS156060VLS600 5.0 out of 5 stars July 31, 2010 None None"
B00P9WAE46,"Seagate Technology - Seagate Cheetah 15K.7 St3600057ss 600 Gb 3.5"" Internal Hard Drive - Sas - 15000 Rpm - 16 Mb Buffer - Hot Swappable ""Product Category: Storage Drives/Hard Drives/Solid State Drives""",Original Equipment Manufacture,1254762011,$112.49,0,"B00P9WAE46 0.0 out of 5 stars February 14, 2015 LYSB00P9WAE46-ELECTRNCS None"
B00U7ZRWIQ,"WL 1TB 64MB Cache 5900RPM SATA III (6.0Gb/s) (Quiet & Heavy Duty) Internal Desktop 3.5"" Hard Drive (PC,CCTV DVR) - w/ 1 Year Warranty",White Label,1254762011,$39.99,17,"9.4 x 5.4 x 3.8 inches 1.1 pounds 1.1 pounds ( ) White Label B00U7ZRWIQ 4.4 out of 5 stars March 3, 2015 None None"
B01LYVD7ME,"HGST Ultrastar 7K4000 HUS724030ALE641 (0F17731) 3TB 64MB Cache 7200RPM SATA III 6.0Gb/s 3.5"" Enterprise Internal Hard Drive (Certified Refurbished)","HGST, a Western Digital Company",1254762011,$ 6 5 . 9 9,106,"5.8 x 4 x 1 inches 1.7 pounds 1.7 pounds ( ) HGST B01LYVD7ME HUS724030ALE641 4.6 out of 5 stars September 19, 2016 None None"
